what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356547024
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264356549269
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356552479
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356556982
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264356561813
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264356562067
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356564312
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356565747
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264356576164
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264356576335
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356578877
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356580416
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264356588854
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356591925
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356593296
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356602805
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356609560
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356610741
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356630911
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356632061
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356673007
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264356679104
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264356680670
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264356681389
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264356684247
