what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1263899289051
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1263899289463
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1263899296795
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1263899297140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263899309831
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263899332032
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263899334639
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263899335647
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263899336832
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263899342578
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263899342720
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263899342810
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.edit.text.openLocalFile",1263899342811
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1263899342818
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263899349613
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263899352895
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1263899352969
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1263899353026
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.edit.text.openLocalFile",1263899353044
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263899357380
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263899359781
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263899359915
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263899360009
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.edit.text.openLocalFile",1263899360022
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263899362365
