what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264424178564
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264424178714
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1264424191314
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264424194157
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264424203141
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264424208112
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264424208179
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264424208277
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264424221404
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264424224785
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264424228753
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264424230725
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264424234295
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264424235808
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264424246089
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264424258177
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264424263361
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264424268803
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264424274930
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264424275025
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264424276148
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264424278695
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264424282657
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264424282697
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264424295032
